,country,points,price,province
996,Italy,88,14,Sicily & Sardinia
997,Australia,88,18,South Australia
998,US,88,18,Oregon
999,US,88,17,Oregon
1000,US,88,24,Oregon
,Italy,88,41,Sicily & Sardinia
1002,US,88,60,Oregon
1003,France,88,26,Southwest France
1004,France,88,25,Southwest France
1005,France,88,16,Loire Valley
1006,US,88,40,Oregon
1007,France,88,21,Loire Valley
1008,Australia,88,14,South Australia
1009,Chile,88,18,Maipo Valley
1010,US,88,75,Oregon
1011,US,88,16,New York
1012,Italy,88,,Sicily & Sardinia
1013,Italy,88,45,Sicily & Sardinia
1014,US,88,42,California
1015,US,88,48,California
1016,Italy,88,22,Sicily & Sardinia
1017,Italy,88,22,Sicily & Sardinia
1018,France,88,20,Alsace
1019,US,88,125,California
1020,US,88,14,Oregon
1021,Argentina,88,20,Mendoza Province
1022,Italy,88,27,Sicily & Sardinia
1023,Israel,88,25,Galilee
1024,France,88,28,Alsace
1025,US,88,42,California
1026,US,88,13,Oregon
1027,US,88,34,Oregon
1028,Spain,88,19,Northern Spain
1029,Spain,88,18,Northern Spain
1030,US,88,60,California
1031,Spain,88,28,Northern Spain
1032,New Zealand,88,16,Marlborough
1033,US,88,22,California
1034,France,88,10,Alsace
1035,Italy,88,12,Sicily & Sardinia
1036,Italy,88,28,Sicily & Sardinia
1037,US,88,28,Oregon
1038,New Zealand,87,20,Hawke's Bay
1039,Spain,87,15,Galicia
1040,Argentina,87,15,Mendoza Province
1041,New Zealand,87,70,Hawke's Bay
1042,Spain,85,15,Northern Spain
1043,Austria,85,20,Niederösterreich
1044,Italy,85,17,Northeastern Italy
1045,US,85,24,Oregon
1046,Italy,85,28,Northeastern Italy
1047,US,85,16,California
1048,France,85,12,Languedoc-Roussillon
1049,France,85,12,Languedoc-Roussillon
1050,US,85,10,California
1051,Spain,85,25,Galicia
1052,US,85,12,California
1053,Spain,85,30,Northern Spain
1054,Italy,85,19,Northeastern Italy
1055,Austria,85,24,Kremstal
1056,Austria,85,10,Niederösterreich
1057,Chile,85,11,Central Valley
1058,US,85,16,California
1059,Italy,85,,Northeastern Italy
1060,France,85,11,Southwest France
1061,France,85,25,France Other
1062,Italy,85,,Northeastern Italy
1063,South Africa,85,20,Darling
1064,Italy,85,,Sicily & Sardinia
1065,Portugal,94,50,Port
1066,US,94,38,California
1067,US,94,34,California
1068,US,94,100,Oregon
1069,US,94,95,Oregon
1070,US,94,62,Oregon
1071,Italy,94,57,Piedmont
1072,Portugal,94,150,Douro
1073,Portugal,94,78,Port
1074,Australia,94,100,South Australia
1075,US,94,52,California
1076,France,94,112,Loire Valley
1077,Italy,94,180,Piedmont
1078,US,94,35,Oregon
1079,US,94,85,Oregon
1080,US,94,32,Oregon
1081,US,94,32,Oregon
1082,US,94,120,Oregon
1083,US,94,85,California
1084,France,94,120,Loire Valley
1085,US,94,38,California
1086,US,94,32,Oregon
1087,US,94,58,California
1088,US,94,85,Oregon
1089,US,94,80,California
1090,Portugal,94,60,Port
1091,US,94,75,California
1092,US,94,50,Oregon
1093,France,94,60,Loire Valley
1094,US,94,60,Oregon
1095,US,90,28,California
1096,Chile,90,25,Maipo Valley
1097,US,90,15,Washington
1098,US,90,19,California
1099,US,90,40,California
1100,Chile,90,35,Maule Valley
1101,Austria,90,,Niederösterreich
1102,US,90,45,California
1103,US,90,13,Washington
1104,France,90,15,Rhône Valley
1105,Italy,90,22,Piedmont
1106,US,90,35,Washington
1107,US,90,20,California
1108,US,90,38,California
1109,Italy,90,70,Tuscany
1110,Spain,90,60,Northern Spain
1111,Spain,90,25,Catalonia
1112,France,90,17,Rhône Valley
1113,US,90,15,Washington
1114,Italy,90,38,Tuscany
1115,Spain,90,27,Northern Spain
1116,US,90,10,California
1117,US,90,56,California
1118,Italy,90,18,Tuscany
1119,France,90,32,Southwest France
1120,France,90,24,France Other
1121,France,90,,France Other
1122,US,84,16,New York
1123,US,84,40,Washington
1124,US,84,20,Washington
1125,US,84,38,California
1126,France,84,20,Bordeaux
1127,France,84,18,Bordeaux
1128,France,84,,Bordeaux
1129,Chile,84,13,Maule Valley
1130,US,84,65,California
1131,New Zealand,84,16,Marlborough
1132,France,84,14,Bordeaux
1133,France,84,20,Bordeaux
1134,France,84,15,Bordeaux
1135,Chile,84,11,Chile
1136,US,84,27,California
1137,Italy,84,11,Sicily & Sardinia
1138,Italy,84,10,Southern Italy
1139,US,84,100,California
1140,US,84,25,New York
1141,Chile,84,18,Leyda Valley
1142,US,84,13,California
1143,US,84,28,California
1144,US,83,11,California
1145,France,83,12,Bordeaux
1146,Italy,83,,Southern Italy
1147,US,83,17,Washington
1148,Italy,83,14,Sicily & Sardinia
1149,France,83,30,Bordeaux
1150,Chile,83,11,Central Valley
1151,US,83,45,New York
1152,US,87,24,Washington
1153,Austria,87,15,Südoststeiermark
1154,Australia,87,19,South Australia
1155,Greece,87,15,Corinth
1156,Austria,87,23,Kremstal
1157,US,87,60,California
1158,Austria,87,16,Burgenland
1159,Austria,87,21,Burgenland
1160,Greece,87,13,Halkidiki
1161,Italy,86,17,Veneto
1162,Italy,86,15,Veneto
1163,Italy,86,20,Veneto
1164,Italy,86,19,Veneto
1165,US,86,23,California
1166,US,86,18,California
1167,Italy,86,13,Veneto
1168,US,86,26,Washington
1169,Italy,86,13,Veneto
1170,Argentina,86,17,Mendoza Province
1171,Germany,86,20,Rheinhessen
1172,US,86,48,California
1173,US,86,40,California
1174,Argentina,86,12,Mendoza Province
1175,Austria,86,12,Burgenland
1176,Italy,86,18,Veneto
1177,Portugal,88,14,Douro
1178,Argentina,88,19,Mendoza Province
1179,France,88,10,Burgundy
1180,US,88,26,California
1181,Italy,88,50,Piedmont
1182,Australia,88,13,South Australia
1183,Italy,88,49,Piedmont
1184,Italy,88,50,Piedmont
1185,Portugal,88,19,Alentejo
1186,France,88,14,Burgundy
1187,Turkey,88,20,Thrace
1188,France,88,28,Burgundy
1189,France,88,70,Burgundy
1190,US,88,13,California
1191,France,88,40,Burgundy
1192,France,88,10,France Other
1193,Argentina,88,16,Mendoza Province
1194,Argentina,87,40,Mendoza Province
1195,Argentina,87,20,Mendoza Province
1196,US,87,35,Oregon
1197,Italy,87,90,Piedmont
1198,Australia,87,25,Victoria
1199,Australia,87,13,South Australia
1200,Germany,87,10,Pfalz
1201,France,87,32,Burgundy
1202,US,87,26,Texas
1203,US,87,14,California
1204,Portugal,87,10,Lisboa
1205,Italy,87,75,Piedmont
1206,US,87,35,Oregon
1207,Italy,93,80,Piedmont
1208,Portugal,93,55,Douro
1209,US,93,24,California
1210,US,93,52,California
1211,US,93,115,California
1212,US,93,60,California
1213,US,93,40,California
1214,US,93,55,California
1215,Portugal,93,28,Douro
1216,US,93,60,California
1217,Italy,93,33,Piedmont
1218,Italy,93,57,Central Italy
1219,US,93,75,California
1220,France,93,40,Bordeaux
1221,US,93,58,California
1222,US,93,55,California
1223,US,93,65,California
1224,Portugal,93,75,Alentejo
1225,US,93,38,California
1226,US,93,49,California
1227,US,93,32,California
1228,US,93,55,California
1229,Portugal,93,32,Douro
1230,US,93,65,California
1231,US,93,40,California
1232,US,92,50,California
1233,US,92,42,California
1234,US,92,60,California
1235,US,92,48,California
1236,US,92,36,California
1237,Italy,88,16,Tuscany
1238,France,88,9,Bordeaux
1239,Italy,88,35,Tuscany
1240,France,88,40,Bordeaux
1241,US,88,13,Washington
1242,South Africa,88,17,Robertson
1243,Germany,88,20,Pfalz
1244,US,88,50,California
1245,South Africa,88,35,Stellenbosch
1246,US,88,40,California
1247,South Africa,88,13,Robertson
1248,US,88,50,Washington
1249,US,88,20,Washington
1250,Italy,88,,Tuscany
1251,Germany,88,22,Pfalz
1252,Germany,88,12,Pfalz
1253,US,88,7,Washington
1254,US,88,10,Washington
1255,South Africa,88,15,Stellenbosch
1256,US,88,40,California
1257,Spain,88,21,Northern Spain
1258,Italy,88,90,Tuscany
1259,Spain,85,7,Central Spain
1260,Italy,85,22,Sicily & Sardinia
1261,Italy,85,,Sicily & Sardinia
1262,US,85,20,California
1263,US,85,13,New York
1264,US,85,35,California
1265,Israel,85,12,Dan
1266,US,85,16,Michigan
1267,US,85,20,California
1268,Italy,85,12,Sicily & Sardinia
1269,Spain,85,30,Galicia
1270,US,85,34,California
1271,US,85,26,California
1272,Italy,84,,Sicily & Sardinia
1273,US,84,15,California
1274,Italy,84,28,Sicily & Sardinia
1275,US,84,10,California
1276,US,84,70,California
1277,US,84,24,California
1278,Italy,84,10,Sicily & Sardinia
1279,Portugal,84,,Vinho Verde
1280,Spain,84,8,Central Spain
1281,Spain,84,27,Northern Spain
1282,US,84,10,New York
1283,Italy,84,10,Sicily & Sardinia
1284,France,84,,Burgundy
1285,New Zealand,84,17,Marlborough
1286,Italy,89,20,Southern Italy
1287,US,89,35,California
1288,Italy,89,19,Northeastern Italy
1289,Germany,89,13,Rheinhessen
1290,Italy,89,48,Northeastern Italy
1291,Italy,89,26,Northeastern Italy
1292,Italy,89,13,Northeastern Italy
1293,US,89,75,California
1294,Spain,89,30,Catalonia
1295,US,89,25,California
1296,France,89,14,Loire Valley
1297,Italy,89,20,Northwestern Italy
1298,US,89,36,California
1299,Italy,89,49,Northeastern Italy
1300,US,89,35,California
1301,France,89,20,Loire Valley
1302,France,89,21,Loire Valley
1303,Germany,89,28,Rheingau
1304,Germany,89,20,Mosel
1305,Spain,89,18,Andalucia
1306,Spain,89,20,Catalonia
1307,US,89,40,Oregon
1308,Portugal,89,13,Vinho Verde
1309,US,89,45,California
1310,US,89,40,California
1311,US,89,32,California
1312,Italy,89,15,Northeastern Italy
1313,US,89,34,California
1314,Italy,89,40,Northeastern Italy
1315,Italy,89,20,Northeastern Italy
1316,Italy,90,20,Southern Italy
1317,US,90,42,California
1318,US,90,98,California
1319,New Zealand,90,25,Awatere Valley
1320,Austria,90,18,Wiener Gemischter Satz
1321,Spain,90,25,Catalonia
1322,Austria,90,15,Kamptal
1323,Spain,90,36,Catalonia
1324,US,90,35,California
1325,US,90,56,California
1326,Spain,90,33,Northern Spain
1327,New Zealand,90,25,Central Otago
1328,US,90,38,California
1329,France,90,28,Southwest France
1330,France,90,22,Provence
1331,France,90,13,Southwest France
1332,France,90,,Southwest France
1333,US,90,38,California
1334,US,90,22,New York
1335,US,90,18,New York
1336,US,90,42,California
1337,Italy,90,25,Southern Italy
1338,France,90,21,Provence
1339,France,90,23,Provence
1340,France,90,30,Provence
1341,Austria,90,20,Wachau
1342,US,90,39,California
1343,US,90,38,California
1344,Italy,90,18,Sicily & Sardinia
1345,US,90,22,Oregon
1346,Argentina,86,11,Mendoza Province
1347,Italy,86,29,Southern Italy
1348,US,86,10,Washington
1349,Italy,86,35,Sicily & Sardinia
1350,Italy,86,19,Southern Italy
1351,France,86,,Bordeaux
1352,France,86,,Bordeaux
1353,France,86,14,Bordeaux
1354,US,86,30,California
1355,US,86,35,Washington
1356,France,86,75,Bordeaux
1357,Spain,86,47,Northern Spain
1358,Spain,86,10,Northern Spain
1359,US,86,17,California
1360,US,86,23,California
1361,Italy,86,9,Sicily & Sardinia
1362,US,86,27,California
1363,Italy,86,18,Southern Italy
1364,France,86,,Bordeaux
1365,France,87,15,Provence
1366,Chile,87,9,Maipo Valley
1367,France,87,40,Provence
1368,US,87,20,California
1369,Italy,86,,Northeastern Italy
1370,US,86,13,California
1371,US,86,28,Pennsylvania
1372,Italy,86,10,Northeastern Italy
1373,US,86,20,California
1374,US,86,24,California
1375,France,86,15,Provence
1376,US,86,18,California
1377,Portugal,86,11,Douro
1378,US,86,18,Washington
1379,France,86,24,Provence
1380,US,86,12,California
1381,US,86,18,California
1382,Chile,86,20,Curicó Valley
1383,US,86,15,California
1384,Italy,88,25,Northeastern Italy
1385,Germany,88,14,Mosel
1386,US,88,36,Oregon
1387,Italy,88,27,Northeastern Italy
1388,US,88,42,California
1389,South Africa,88,16,Swartland
1390,South Africa,88,,Swartland
1391,Italy,88,20,Northeastern Italy
1392,US,88,48,California
1393,US,88,,California
1394,Argentina,88,19,Mendoza Province
1395,US,88,40,California
1396,US,88,50,Michigan
1397,Portugal,88,21,Port
1398,Germany,88,16,Mosel
1399,Italy,88,19,Northeastern Italy
1400,Portugal,88,11,Dão
1401,US,88,25,Michigan
1402,Italy,88,23,Northeastern Italy
1403,Italy,88,30,Northeastern Italy
1404,Italy,88,28,Northeastern Italy
1405,US,88,22,California
1406,US,88,15,California
1407,Italy,88,20,Northeastern Italy
1408,Italy,88,20,Northeastern Italy
1409,US,88,70,California
1410,Germany,88,9,Mosel
1411,Portugal,88,40,Douro
1412,Portugal,88,30,Port
1413,US,88,16,California
1414,France,93,,Provence
1415,France,93,31,Alsace
1416,France,93,30,Alsace
1417,US,93,38,California
1418,US,93,45,Washington
1419,US,93,50,Washington
1420,US,93,24,Washington
1421,France,93,,Alsace
1422,Austria,93,,Burgenland
1423,US,93,86,California
1424,US,92,55,Washington
1425,Austria,92,,Leithaberg
1426,France,92,28,Alsace
1427,France,92,45,Alsace
1428,US,92,85,California
1429,US,92,50,Washington
1430,US,92,120,California
1431,US,92,30,Washington
1432,France,92,25,Provence
1433,France,92,40,Provence
1434,South Africa,92,50,Simonsberg-Stellenbosch
1435,US,92,32,Washington
1436,US,92,40,Washington
1437,France,92,,Provence
1438,Austria,92,46,Wachau
1439,US,92,39,Washington
1440,US,92,85,California
1441,Austria,92,,Wagram-Donauland
1442,Austria,92,60,Burgenland
1443,US,94,75,California
1444,US,94,120,California
1445,France,94,25,Southwest France
1446,France,94,80,Burgundy
1447,Portugal,94,85,Douro
1448,US,94,28,California
1449,France,94,180,Rhône Valley
1450,France,94,85,Burgundy
1451,France,94,135,Burgundy
1452,Italy,94,125,Tuscany
1453,France,94,90,Burgundy
1454,Italy,94,154,Veneto
1455,US,94,70,California
1456,US,94,150,California
1457,Germany,94,56,Mosel
1458,France,94,49,Southwest France
1459,US,94,72,California
1460,Italy,93,48,Northeastern Italy
1461,US,93,35,California
1462,Italy,93,70,Tuscany
1463,France,93,132,Burgundy
1464,US,93,38,California
1465,Portugal,93,20,Alentejo
1466,US,93,175,California
1467,US,93,36,California
1468,US,93,60,California
1469,US,93,110,California
1470,US,93,100,California
1471,Italy,93,85,Tuscany
1472,US,93,80,California
1473,Chile,86,12,Colchagua Valley
1474,Italy,86,18,Central Italy
1475,Italy,86,15,Northeastern Italy
1476,US,86,20,Washington
1477,Chile,86,14,Rio Claro
1478,Australia,85,12,South Australia
1479,Chile,85,9,Maule Valley
1480,Chile,85,12,Colchagua Valley
1481,US,85,9,California
1482,Argentina,85,10,Mendoza Province
1483,France,85,19,Loire Valley
1484,New Zealand,85,11,Marlborough
1485,US,85,75,California
1486,Hungary,85,48,Villány
1487,US,85,22,California
1488,Italy,85,35,Central Italy
1489,Italy,85,12,Tuscany
1490,New Zealand,85,23,Marlborough
1491,Italy,85,15,Central Italy
1492,New Zealand,85,16,Marlborough
1493,Argentina,85,12,Other
1494,US,85,34,California
1495,US,85,65,California
1496,Argentina,85,10,Mendoza Province
1497,Argentina,85,8,Mendoza Province
1498,Italy,85,16,Northeastern Italy
1499,Chile,85,12,Cachapoal Valley
1500,Italy,92,43,Sicily & Sardinia
1501,US,92,32,California
1502,US,92,71,California
1503,Italy,92,65,Sicily & Sardinia
1504,US,92,60,Oregon
1505,Austria,92,,Kamptal
1506,France,92,15,Southwest France
1507,France,92,35,Southwest France
1508,France,92,,Beaujolais
1509,Chile,92,92,Colchagua Valley
1510,US,92,42,California
1511,Italy,92,65,Sicily & Sardinia
1512,France,92,35,Beaujolais
1513,Italy,92,43,Sicily & Sardinia
1514,US,92,54,Oregon
1515,US,92,75,California
1516,France,92,16,Bordeaux
1517,France,92,35,Southwest France
1518,France,92,26,Southwest France
1519,Chile,92,38,Maipo Valley
1520,France,92,50,Southwest France
1521,Chile,92,29,Cachapoal Valley
1522,Italy,92,42,Sicily & Sardinia
1523,US,92,48,Oregon
1524,Chile,92,40,Cachapoal Valley
1525,US,92,100,California
1526,Italy,86,21,Sicily & Sardinia
1527,Portugal,86,14,Alentejano
1528,Portugal,86,13,Alentejano
1529,US,86,15,California
1530,Spain,86,15,Catalonia
1531,Spain,86,9,Levante
1532,Spain,85,17,Central Spain
1533,US,85,20,California
1534,France,85,34,Loire Valley
1535,France,85,20,Bordeaux
1536,France,85,12,Bordeaux
1537,France,85,,Bordeaux
1538,France,85,15,Bordeaux
1539,US,85,11,California
1540,Spain,85,10,Catalonia
1541,Portugal,85,9,Lisboa
1542,Portugal,85,10,Lisboa
1543,Romania,85,10,Jidvei
1544,Italy,85,14,Southern Italy
1545,Spain,85,20,Catalonia
1546,Chile,85,15,Colchagua Valley
1547,Portugal,85,7,Lisboa
1548,Chile,85,8,Central Valley
1549,Chile,85,10,Central Valley
1550,Italy,85,20,Veneto
1551,Portugal,85,12,Península de Setúbal
1552,Portugal,85,8,Alentejo
1553,Italy,85,18,Southern Italy
1554,US,85,28,California
1555,Portugal,85,9,Vinho Verde
1556,US,99,125,Washington
1557,US,99,94,California
1558,France,98,1900,Bordeaux
1559,France,98,380,Bordeaux
1560,US,98,50,Washington
1561,Italy,98,102,Tuscany
1562,France,97,170,Bordeaux
1563,Italy,97,220,Tuscany
1564,Italy,97,215,Tuscany
1565,US,97,150,California
1566,France,97,1100,Bordeaux
1567,US,97,82,California
1568,France,96,280,Bordeaux
1569,France,96,200,Bordeaux
1570,Italy,96,75,Tuscany
1571,France,96,1200,Bordeaux
1572,France,96,,Bordeaux
1573,France,96,195,Bordeaux
1574,US,96,125,California
1575,France,96,1300,Bordeaux
1576,France,96,400,Bordeaux
1577,US,96,78,California
1578,France,96,75,Bordeaux
1579,US,95,56,California
1580,France,95,89,Bordeaux
1581,France,95,163,Bordeaux
1582,France,95,110,Bordeaux
1583,US,95,60,Washington
1584,US,95,75,California
1585,US,88,28,California
1586,US,88,34,New York
1587,US,88,35,California
1588,Italy,88,16,Sicily & Sardinia
1589,France,88,45,Bordeaux
1590,France,88,20,Bordeaux
1591,US,88,21,New York
1592,France,88,,Bordeaux
1593,France,88,30,Bordeaux
1594,France,88,,Bordeaux
1595,France,88,45,Bordeaux
1596,France,88,22,Bordeaux
1597,France,88,,Bordeaux
1598,US,88,18,Washington
1599,France,88,58,Bordeaux
1600,US,88,10,California
1601,US,88,55,California
1602,US,88,16,Washington
1603,Italy,88,25,Sicily & Sardinia
1604,US,88,25,Washington
1605,New Zealand,87,18,Hawke's Bay
1606,US,87,20,New York
1607,US,87,12,California
1608,US,87,30,Washington
1609,Italy,87,14,Sicily & Sardinia
1610,US,87,24,Washington
1611,France,87,19,Bordeaux
1612,France,87,,Bordeaux
1613,France,87,15,Bordeaux
1614,France,87,26,Bordeaux
1615,France,85,10,France Other
1616,France,85,10,France Other
1617,Portugal,85,12,Tejo
1618,Argentina,85,10,Mendoza Province
1619,Portugal,85,8,Alentejo
1620,Portugal,85,6,Alentejano
1621,Argentina,85,13,Mendoza Province
1622,Argentina,85,13,Mendoza Province
1623,France,85,13,Loire Valley
1624,France,85,12,France Other
1625,US,85,16,Virginia
1626,Argentina,85,12,Mendoza Province
1627,US,85,17,America
1628,France,85,22,Loire Valley
1629,Portugal,85,7,Alentejano
1630,Portugal,85,8,Alentejano
1631,US,85,22,Virginia
1632,France,85,12,France Other
1633,Portugal,85,15,Península de Setúbal
1634,Argentina,85,10,Mendoza Province
1635,US,85,12,California
1636,Australia,85,8,Australia Other
1637,US,85,20,California
1638,France,85,20,Loire Valley
1639,Portugal,85,10,Douro
1640,Portugal,85,12,Tejo
1641,US,85,15,California
1642,Italy,85,40,Piedmont
1643,US,85,11,California
1644,US,85,10,California
1645,Spain,85,27,Catalonia
1646,Argentina,85,13,Mendoza Province
1647,US,85,25,California
1648,Argentina,85,10,Mendoza Province
1649,Australia,85,16,Western Australia
1650,Portugal,85,9,Lisboa
1651,Argentina,85,20,Other
1652,US,85,18,Oregon
1653,Portugal,85,10,Lisboa
1654,Portugal,85,10,Alentejano
1655,Portugal,85,11,Douro
1656,France,85,13,Bordeaux
1657,France,85,20,Bordeaux
1658,France,85,13,Bordeaux
1659,US,85,25,Oregon
1660,US,85,35,Oregon
1661,US,85,28,Oregon
1662,Italy,85,10,Central Italy
1663,Portugal,85,13,Alentejano
1664,US,85,10,California
1665,Argentina,85,12,Other
1666,Australia,85,9,Australia Other
1667,US,85,12,California
1668,Italy,85,19,Central Italy
1669,France,85,20,Bordeaux
1670,France,85,28,Bordeaux
1671,US,85,25,Oregon
1672,US,90,65,Oregon
1673,US,90,20,California
1674,France,90,40,Rhône Valley
1675,France,90,126,Rhône Valley
1676,Italy,90,,Tuscany
1677,US,90,50,California
1678,US,90,30,California
1679,US,90,28,California
1680,Argentina,90,25,Mendoza Province
1681,Austria,90,20,Niederösterreich
1682,Italy,90,,Tuscany
1683,US,90,16,Oregon
1684,Austria,90,16,Traisental
1685,Italy,90,,Tuscany
1686,US,90,18,Oregon
1687,Italy,90,,Tuscany
1688,US,90,115,California
1689,US,90,35,California
1690,US,90,20,California
1691,France,90,63,Rhône Valley
1692,US,90,18,California
1693,Austria,90,44,Niederösterreich
1694,US,90,12,California
1695,Argentina,90,15,Mendoza Province
1696,Italy,86,50,Tuscany
1697,Israel,86,16,Galilee
1698,Italy,86,85,Tuscany
1699,Italy,86,16,Tuscany
1700,Portugal,86,15,Bairrada
1701,Spain,86,12,Northern Spain
1702,US,86,14,California
1703,US,86,10,New York
1704,Israel,86,35,Negev Hills
1705,Italy,86,15,Tuscany
1706,Australia,86,14,Australia Other
1707,Australia,86,23,Western Australia
1708,Spain,86,15,Northern Spain
1709,Italy,86,65,Tuscany
1710,US,86,25,California
1711,Spain,85,10,Northern Spain
1712,Australia,85,20,South Australia
1713,Italy,85,29,Tuscany
1714,Portugal,85,20,Douro
1715,Israel,85,23,Galilee
1716,US,85,19,California
1717,Portugal,85,11,Ribatejano
1718,Spain,85,15,Catalonia
1719,US,85,10,California
1720,Spain,85,10,Central Spain
1721,Spain,85,8,Northern Spain
1722,Spain,85,10,Galicia
1723,Australia,85,30,South Australia
1724,US,85,22,Pennsylvania
1725,US,85,18,New York
1726,Spain,92,47,Northern Spain
1727,France,92,,Bordeaux
1728,US,92,48,California
1729,US,92,30,California
1730,US,92,35,Washington
1731,US,92,20,Washington
1732,Italy,92,90,Tuscany
1733,France,92,135,Bordeaux
1734,US,92,40,Washington
1735,US,92,40,Washington
1736,Italy,92,50,Tuscany
1737,US,92,22,California
1738,Italy,92,80,Tuscany
1739,US,92,29,California
1740,Italy,92,75,Tuscany
1741,US,92,56,Washington
1742,US,92,45,California
1743,Italy,92,45,Tuscany
1744,France,92,,Bordeaux
1745,France,92,,Bordeaux
1746,France,92,,Bordeaux
1747,France,92,49,Bordeaux
1748,France,92,,Bordeaux
1749,US,92,30,California
1750,France,84,13,Bordeaux
1751,Spain,84,12,Levante
1752,US,84,10,Washington
1753,Spain,84,25,Northern Spain
1754,France,84,20,Bordeaux
1755,Spain,84,13,Catalonia
1756,US,84,29,Washington
1757,France,84,15,Loire Valley
1758,France,84,19,France Other
1759,Spain,84,10,Central Spain
1760,France,84,12,Bordeaux
1761,US,84,25,New York
1762,US,84,37,California
1763,US,84,20,New York
1764,Spain,84,14,Catalonia
1765,France,84,12,Bordeaux
1766,US,84,18,Washington
1767,France,84,25,Bordeaux
1768,France,84,25,Bordeaux
1769,Chile,84,15,Cachapoal Valley
1770,France,84,,Bordeaux
1771,US,84,9,California
1772,France,84,13,France Other
1773,Chile,84,13,Central Valley
1774,US,84,22,California
1775,France,84,,Bordeaux
1776,France,84,17,Bordeaux
1777,France,84,23,Bordeaux
1778,France,84,,Bordeaux
1779,France,84,15,Bordeaux
1780,US,91,33,Washington
1781,Italy,91,55,Tuscany
1782,Spain,91,33,Catalonia
1783,France,91,35,Bordeaux
1784,France,91,,Bordeaux
1785,France,91,26,Bordeaux
1786,US,91,20,Idaho
1787,US,91,45,California
1788,US,91,50,California
1789,US,91,40,California
1790,Argentina,91,24,Mendoza Province
1791,US,91,60,California
1792,US,91,29,Washington
1793,Italy,91,,Tuscany
1794,US,91,30,California
1795,US,91,40,California
1796,US,91,45,Washington
1797,Italy,91,,Tuscany
1798,Italy,91,50,Piedmont
1799,France,91,,Bordeaux
1800,France,91,29,Bordeaux
1801,Portugal,85,10,Tejo
1802,Portugal,85,20,Duriense
1803,France,85,19,Beaujolais
1804,France,85,,Beaujolais
1805,US,85,28,California
1806,Spain,85,15,Catalonia
1807,France,85,50,Champagne
1808,US,85,15,California
1809,Spain,85,11,Levante
1810,Spain,85,16,Northern Spain
1811,US,85,14,California
1812,Portugal,85,11,Tejo
1813,Portugal,85,20,Duriense
1814,Spain,85,9,Levante
1815,Argentina,85,12,Mendoza Province
1816,Spain,85,15,Catalonia
1817,US,85,25,California
1818,France,85,,Beaujolais
1819,France,85,,Beaujolais
1820,France,85,15,Beaujolais
1821,Portugal,85,13,Alentejano
1822,Argentina,85,12,Mendoza Province
1823,France,85,20,Beaujolais
1824,France,85,22,Beaujolais
1825,US,84,18,California
1826,France,84,12,Beaujolais
1827,Spain,84,23,Galicia
1828,Spain,84,16,Levante
1829,US,84,46,California
1830,US,84,15,Oregon
1831,US,84,50,California
1832,US,84,10,California
1833,Spain,84,13,Northern Spain
1834,US,84,23,California
1835,Spain,84,25,Northern Spain
1836,US,84,19,Michigan
1837,France,84,23,Alsace
1838,US,84,47,California
1839,US,84,60,California
1840,US,84,42,California
1841,US,84,13,California
1842,US,83,16,California
1843,Spain,83,25,Northern Spain
1844,Argentina,83,,Mendoza Province
1845,Spain,83,20,Galicia
1846,Spain,83,30,Northern Spain
1847,Spain,83,12,Northern Spain
1848,Spain,83,9,Central Spain
1849,US,83,38,California
1850,US,83,25,New Jersey
1851,Argentina,83,13,Mendoza Province
1852,France,83,21,Alsace
1853,US,83,25,Oregon
1854,Spain,83,15,Northern Spain
1855,Argentina,83,25,Mendoza Province
1856,US,83,55,California
1857,US,83,,California
1858,US,83,29,Oregon
1859,Italy,83,30,Sicily & Sardinia
1860,France,94,180,Bordeaux
1861,France,94,74,Bordeaux
1862,France,94,,Bordeaux
1863,US,94,300,California
1864,Italy,94,130,Tuscany
1865,Italy,93,120,Tuscany
1866,US,93,30,Washington
1867,US,93,36,California
1868,US,93,85,Washington
1869,Italy,93,75,Tuscany
1870,Portugal,93,,Dão
1871,France,93,45,Bordeaux
1872,France,93,90,Bordeaux
1873,US,93,36,Washington
1874,France,93,75,Languedoc-Roussillon
1875,Italy,93,80,Tuscany
1876,Italy,93,,Tuscany
1877,Italy,93,,Tuscany
1878,US,93,50,California
1879,France,93,47,Bordeaux
1880,France,93,270,Bordeaux
1881,US,93,50,Washington
1882,US,93,28,Washington
1883,US,93,55,California
1884,Portugal,93,70,Beiras
1885,Italy,93,60,Tuscany
1886,Australia,93,50,South Australia
1887,US,93,48,California
1888,US,93,22,Washington
1889,France,89,23,Burgundy
1890,Australia,89,20,South Australia
1891,Australia,89,25,South Australia
1892,Italy,89,21,Southern Italy
1893,US,89,46,California
1894,Australia,89,18,South Australia
1895,Italy,89,22,Southern Italy
1896,US,89,30,Oregon
1897,Australia,89,12,South Australia
1898,Spain,89,150,Catalonia
1899,Argentina,89,10,Mendoza Province
1900,US,89,18,Oregon
1901,France,89,28,Burgundy
1902,Argentina,89,12,Mendoza Province
1903,Australia,89,30,Victoria
1904,Italy,89,24,Southern Italy
1905,US,89,55,California
1906,Spain,89,53,Spanish Islands
1907,Italy,89,30,Southern Italy
1908,Australia,88,14,Australia Other
1909,Australia,88,22,South Australia
1910,US,88,15,California
1911,US,87,25,California
1912,Austria,87,32,Österreichischer Sekt
1913,US,87,14,Washington
1914,US,87,50,California
1915,Chile,87,30,Colchagua Valley
